;Perm State University, Perm, Russia, 614990;;;;
526;9;13;0.00270049;56.64160156;29.59199905
527;9;13;0.00630151;56.64189911;29.45980072
528;9;13;0.00270055;56.64210129;29.5394001
529;9;13;0.021603899;56.64339828;29.59339905
530;9;13;0.00900147;56.64339828;29.62879944
531;9;13;0.031241201;56.64390182;29.38010025
532;9;13;0.00360066;56.64310074;29.59020042
533;9;13;0.00270056;56.64360046;29.54260063
534;9;13;0.0801147;56.64500046;29.58589935
535;9;13;0.00990176;56.64440155;29.59670067
536;9;13;0.00450113;56.64500046;29.43910027
537;9;13;0.00720131;56.64559937;29.5923996
538;9;13;0.033226099;56.64630127;29.40620041
539;9;13;0.019669799;56.64630127;29.38100052
540;9;13;0.00270048;56.64569855;29.59740067
541;9;13;0.046840001;56.64730072;29.45249939
542;9;13;0.00270067;56.64590073;29.44029999
543;9;13;0.010802;56.64670181;29.57220078
544;9;13;0.037751898;56.6473999;29.27890015
545;9;13;0.0153027;56.64709854;29.59690094
546;9;13;0.087979399;56.6495018;29.47830009
547;9;13;0.00360069;56.64730072;29.57040024
548;9;13;0.021603899;56.64820099;29.59490013
549;9;13;0.00270071;56.64810181;29.42180061
550;9;13;0.00810201;56.65209961;29.4477005
551;9;13;0.0243042;56.65309906;29.60750008
552;9;13;0.00900167;56.65209961;29.57929993
553;9;13;0.00450053;56.65219879;29.72159958
554;9;13;0.00900203;56.65250015;29.4890995
555;9;13;0.00720134;56.65259933;29.57589912
556;9;13;0.049309298;56.65319824;29.47680092
557;9;13;0.018242201;56.65299988;29.67620087
558;9;13;0.098698802;56.65579987;29.65209961
559;9;13;0.038653899;56.65610123;29.59429932
560;9;13;0.00630147;56.6554985;29.48240089
561;9;13;0.00450053;56.65599823;29.72170067
562;9;13;0.0140866;56.65629959;29.71529961
563;9;13;0.054551501;56.65710068;29.58650017
564;9;13;0.0108013;56.6568985;29.72089958
565;9;13;0.0702103;56.65859985;29.66150093
566;9;13;0.00450109;56.65800095;29.45809937
567;9;13;0.00270042;56.66019821;29.64730072
568;9;13;0.0144;56.66109848;29.3484993
569;9;13;0.00630093;56.66070175;29.65509987
570;9;13;0.00540066;56.66130066;29.70999908
571;9;13;0.00629999;56.66149902;29.35099983
572;9;13;0.0081016;56.66139984;29.55870056
573;9;13;0.00900134;56.66199875;29.65589905
574;9;13;0.00360093;56.66210175;29.42620087
575;9;13;0.0207;56.6629982;29.34420013
576;9;13;0.00270041;56.66220093;29.65069962
577;9;13;0.00720088;56.66270065;29.71389961
578;9;13;0.0099015;56.6631012;29.6522007
579;9;13;0.00360071;56.66279984;29.55949974
580;9;13;0.231401995;56.66619873;29.65480042
581;9;13;0.00810001;56.66320038;29.34790039
582;9;13;0.00810117;56.66360092;29.67020035
583;9;13;0.0045;56.66410065;29.34329987
584;9;13;0.0054;56.66519928;29.34449959
585;9;13;0.00360001;56.66519928;29.33849907
586;9;13;0.0153023;56.66630173;29.66189957
587;9;13;0.0027;56.66579819;29.34530067
588;9;13;0.0018;56.66590118;29.34320068
589;9;13;0.0036;56.66820145;29.34589958
590;9;13;0.00360088;56.66839981;29.44650078
591;9;13;0.0027004;56.66809845;29.66580009
592;9;13;0.0162024;56.66939926;29.65950012
593;9;13;0.027006799;56.66960144;29.44309998
594;9;13;0.0126031;56.67290115;29.44930077
595;9;13;0.0153023;56.67350006;29.65320015
596;9;13;0.00720112;56.6733017;29.64850044
597;9;13;0.0126018;56.67369843;29.67819977
598;9;13;0.0117019;56.6739006;29.62610054
599;9;13;0.00270067;56.67409897;29.44820023
600;9;13;0.00270065;56.67409897;29.45420074
601;9;13;0.00270066;56.67440033;29.45549965
602;9;13;0.00450113;56.67480087;29.44269943
603;9;13;0.0027004;56.67499924;29.6529007
604;9;13;0.00540136;56.67539978;29.44070053
605;9;13;0.032407999;56.67580032;29.4552002
606;9;13;0.00270067;56.67559814;29.45050049
607;9;13;0.063015804;56.67739868;29.4416008
608;9;13;0.091822602;56.67770004;29.45269966
609;9;13;0.00810109;56.67720032;29.68700027
610;9;13;0.020705299;56.67869949;29.43199921
611;9;13;0.0126031;56.6792984;29.44750023
612;9;13;0.00630091;56.67900085;29.66889954
613;9;13;0.00990247;56.6792984;29.44479942
614;9;13;0.0081012;56.6794014;29.66480064
615;9;13;0.00270039;56.68030167;29.66469955
616;9;13;0.0072018;56.68059921;29.44070053
617;9;13;0.0099025;56.68119812;29.43910027
618;9;13;0.0180046;56.68099976;29.43199921
619;9;13;0.00540071;56.68180084;29.69499969
620;9;13;0.00990251;56.68349838;29.4416008
621;9;13;0.0108028;56.6833992;29.43549919
622;9;13;0.0027004;56.68420029;29.66090012
623;9;13;0.0288042;56.68709946;29.66460037
624;9;13;0.00810135;56.68700027;29.62409973
625;9;13;0.00450066;56.68780136;29.66600037
626;9;13;0.018002801;56.68899918;29.64349937
627;9;13;0.00270028;56.68809891;29.74189949
628;9;13;0.00270043;56.68999863;29.64089966
629;9;13;0.0036;56.6916008;29.41049957
630;9;13;0.0243;56.69409943;29.41399956
631;9;13;0.0036;56.69469833;29.42149925
632;9;13;0.0144024;56.69549942;29.62660027
633;9;13;0.00270001;56.69589996;29.40360069
634;9;13;0.026576901;56.69749832;29.62789917
635;9;13;0.00540088;56.69749832;29.63170052
636;9;13;0.00270044;56.69749832;29.62450027
637;9;13;0.00540091;56.6977005;29.62199974
638;9;13;0.025682701;56.70090103;29.65390015
639;9;13;0.064300902;56.70240021;29.46050072
640;9;13;0.057872601;56.70349884;29.44910049
641;9;13;0.117200002;56.70560074;29.48660088
642;9;13;0.0708175;56.71089935;29.44879913
643;9;13;0.035931502;56.71160126;29.61319923
644;9;13;0.021499099;56.71139908;29.50209999
645;10;13;0.0045;56.45690155;30.89010048
646;10;13;0.0036;56.45750046;30.89069939
647;10;13;0.0072;56.45859909;30.89159966
648;10;13;0.0036;56.45980072;30.88669968
649;10;13;0.0081;56.46300125;30.88489914
650;10;13;0.0045;56.46590042;30.88929939
651;10;13;0.00900001;56.46640015;30.89340019
652;10;13;0.035999998;56.46860123;30.88850021
653;10;13;0.00270001;56.46870041;30.90270042
654;10;13;0.0027;56.46979904;30.89189911
655;10;13;0.084600002;56.47510147;30.88800049
656;10;13;0.0072;56.47589874;30.89299965
657;10;13;0.0027;56.47610092;30.8239994
658;10;13;0.0153;56.47719955;30.83029938
659;10;13;0.170100003;56.48249817;30.82819939
660;10;13;0.027000001;56.49029922;30.87260056
661;10;13;0.0054;56.49940109;30.53120041
662;10;13;0.009;56.50109863;30.53019905
663;10;13;0.00270001;56.50099945;30.52630043
664;10;13;0.00647799;56.50239944;30.84869957
665;10;13;0.031500001;56.5033989;30.58760071
666;10;13;0.0117;56.5041008;30.56200027
667;10;13;0.00360001;56.50439835;30.63979912
668;10;13;0.0045;56.50439835;30.58760071
669;10;13;0.00629998;56.50479889;30.63879967
670;10;13;0.038699999;56.50569916;30.58289909
671;10;13;0.00719999;56.50540161;30.63249969
672;10;13;0.017100001;56.50600052;30.8484993
673;10;13;0.00449999;56.50650024;30.84589958
674;10;13;0.0045;56.50680161;30.85849953
675;10;13;0.0099;56.50730133;30.63439941
676;10;13;0.0405;56.50899887;30.86070061
677;10;13;0.00719999;56.51070023;30.8586998
678;10;13;0.0027;56.51089859;30.86179924
679;10;13;0.00449999;56.51110077;30.52009964
680;10;13;0.023399999;56.51169968;30.62590027
681;10;13;0.0027;56.51200104;30.63850021
682;10;13;0.0891001;56.51459885;30.8621006
683;10;13;0.00270001;56.51290131;30.85960007
684;10;13;0.0036;56.51319885;30.62249947
685;10;13;0.00990002;56.51440048;30.62350082
686;10;13;0.0162;56.51589966;30.62280083
687;10;13;0.00450001;56.51589966;30.62109947
688;10;13;0.0189;56.5182991;30.86510086
689;10;13;0.0036;56.52299881;30.61619949
690;10;13;0.00359999;56.52360153;30.52050018
691;10;13;0.0036;56.52360153;30.4022007
692;10;13;0.0045;56.52500153;30.53179932
693;10;13;0.0126;56.52500153;30.51810074
694;10;13;0.009;56.52909851;30.42760086
695;10;13;0.00270001;56.52959824;30.37470055
696;10;13;0.0108;56.53120041;30.43260002
697;10;13;0.00269999;56.5320015;30.43540001
698;10;13;0.01887;56.53300095;30.61919975
699;10;13;0.00719999;56.5340004;30.36359978
700;10;13;0.123300001;56.53620148;30.38759995
701;10;13;0.042300001;56.53559875;30.36639977
702;10;13;0.00455352;56.53499985;30.55990028
703;10;13;0.00270001;56.53549957;30.3715992
704;10;13;0.0036;56.53699875;30.36260033
705;10;13;0.0126;56.53860092;30.38570023
706;10;13;0.0189;56.54230118;30.38260078
707;10;13;0.0036;56.54240036;30.44219971
708;10;13;0.00539999;56.5428009;30.38990021
709;10;13;0.00359999;56.5442009;30.44659996
710;10;13;0.0063;56.54439926;30.38409996
711;10;13;0.0054;56.54550171;30.44799995
712;10;13;0.0045;56.54710007;30.40200043
713;10;13;0.0036;56.54949951;30.43689919
714;10;13;0.0162;56.55039978;30.37220001
715;10;13;0.035999998;56.55329895;30.40019989
716;10;13;0.00449999;56.55749893;30.37669945
717;10;13;0.00720001;56.55770111;30.40839958
718;10;13;0.00539999;56.55799866;30.3579998
719;10;13;0.0036;56.55870056;30.40670013
720;10;13;0.00719999;56.55950165;30.35950089
721;10;13;0.027000001;56.55979919;30.4409008
722;10;13;0.0243;56.56069946;30.35820007
723;10;13;0.00359999;56.56359863;30.34930038
724;10;13;0.0027;56.56380081;30.35079956
725;10;13;0.00269999;56.56570053;30.34589958
726;10;13;0.0081;56.56629944;30.34480095
727;10;13;0.0153;56.56809998;30.34289932
728;10;13;0.0036;56.57189941;30.34119987
729;10;13;0.0054;56.57279968;30.36680031
730;10;13;0.00629999;56.5727005;30.34059906
731;10;13;0.0117;56.57479858;30.27330017
732;10;13;0.042300001;56.57569885;30.34630013
733;10;13;0.00270001;56.5746994;30.44309998
734;10;13;0.00630001;56.57550049;30.43849945
735;10;13;0.00359999;56.57540131;30.27160072
736;10;13;0.0144;56.57590103;30.40870094
737;10;13;0.0036;56.5760994;30.35359955
738;10;13;0.00270001;56.57600021;30.35519981
739;10;13;0.0126;56.57659912;30.44070053
740;10;13;0.0027;56.57720184;30.40749931
741;10;13;0.054000001;56.57870102;30.36750031
742;10;13;0.0045;56.57749939;30.27230072
743;10;13;0.00450001;56.57780075;30.35650063
744;10;13;0.0036;56.57780075;30.35180092
745;10;13;0.00270001;56.57820129;30.41970062
746;10;13;0.0036;56.57849884;30.34830093
747;10;13;0.00269999;56.57910156;30.34790039
748;10;13;0.0027;56.57949829;30.34600067
749;10;13;0.0054;56.57979965;30.26939964
750;10;13;0.0027;56.57989883;30.34970093
751;10;13;0.00540001;56.5821991;30.34760094
752;10;13;0.0036;56.58269882;30.33810043
753;10;13;0.0027;56.58660126;30.3451004
754;10;13;0.0054;56.59370041;30.25979996
755;10;13;0.00269999;56.59410095;30.27059937
756;10;13;0.00450001;56.59840012;30.2765007
757;10;13;0.0027;56.6006012;30.26110077
758;10;13;0.00269999;56.60139847;30.25620079
759;10;13;0.069300003;56.60359955;30.2635994
760;10;13;0.00719999;56.60440063;30.27090073
761;10;13;0.00539999;56.60680008;30.24749947
762;10;13;0.00540001;56.60770035;30.24559975
763;10;13;0.017100001;56.61339951;30.27059937
764;11;13;0.0045;55.47919846;31.09830093
765;11;13;0.0108;55.48389816;31.1067009
766;11;13;0.035100002;55.48509979;31.10420036
767;11;13;0.00720001;55.48820114;31.10330009
768;11;13;0.00630001;55.4917984;31.10689926
769;11;13;0.0054;55.54769897;31.26350021
770;11;13;0.0036;55.54769897;31.26199913
771;11;13;0.00269999;55.54940033;31.27050018
772;11;13;0.00269999;55.54980087;31.26460075
773;11;13;0.0027;55.55210114;31.27260017
774;11;13;0.0099;55.5530014;31.27420044
775;11;13;0.0054;55.55559921;31.27210045
776;11;13;0.031500101;55.55789948;31.26639938
777;11;13;0.00270001;55.55979919;31.25690079
778;11;13;0.00899999;55.56359863;31.25569916
779;11;13;0.0027;55.56570053;31.25519943
780;11;13;0.00269999;55.60559845;31.3253994
781;11;13;0.122400001;55.60850143;31.32859993
782;11;13;0.0243;55.75109863;31.4340992
783;11;13;0.046799999;55.75370026;30.97550011
784;11;13;0.0207;55.7541008;30.82979965
785;11;13;0.027899999;55.75500107;30.83270073
786;11;13;0.072899997;55.75749969;30.83349991
787;11;13;0.0243;55.76549911;30.83250046
788;11;13;0.00629999;55.7677002;30.97800064
789;11;13;0.00720001;55.76940155;31.09280014
790;11;13;0.0072;55.76979828;31.59329987
791;11;13;0.00720001;55.77109909;31.09199905
792;11;13;0.00809998;55.77410126;30.98119926
793;11;13;0.00450001;55.77700043;31.11470032
794;11;13;0.0288;55.78110123;31.58650017
795;11;13;0.0054;55.78120041;31.58279991
796;11;13;0.023399999;55.78279877;31.58340073
797;11;13;0.0027;55.78219986;31.60409927
798;11;13;0.0063;55.78379822;31.60350037
799;11;13;0.0036;55.78379822;31.60560036
800;11;13;0.065700002;55.78580093;31.22400093
801;11;13;0.0045;55.78499985;31.11160088
802;11;13;0.00270001;55.78509903;31.60359955
803;11;13;0.0036;55.78540039;31.10519981
804;11;13;0.0266998;55.78639984;31.58760071
805;11;13;0.0027;55.78630066;31.0298996
806;11;13;0.00809999;55.78829956;31.02829933
807;11;13;0.00629999;55.78839874;31.07939911
808;11;13;0.056699999;55.78979874;31.22299957
809;11;13;0.0045;55.7901001;31.10289955
810;11;13;0.0189;55.79180145;31.24080086
811;11;13;0.0081;55.79219818;31.09189987
812;11;13;0.00989997;55.79370117;30.96559906
813;11;13;0.00809999;55.79430008;31.09530067
814;11;13;0.0036;55.79449844;31.07629967
815;11;13;0.036899999;55.79660034;31.24419975
816;11;13;0.0036;55.79740143;31.09149933
817;11;13;0.109800003;55.79959869;31.24740028
818;11;13;0.00720001;55.79809952;31.66060066
819;11;13;0.0027;55.7981987;31.23130035
820;11;13;0.00360001;55.79840088;31.64920044
821;11;13;0.022500001;55.79990005;31.66080093
822;11;13;0.0072;55.80039978;31.65920067
823;11;13;0.0108;55.80089951;31.64760017
824;11;13;0.0117;55.80160141;31.56739998
825;11;13;0.0027;55.80130005;31.64419937
826;11;13;0.222299993;55.80479813;31.56019974
827;11;13;0.035100002;55.80410004;30.67910004
828;11;13;0.00720001;55.80310059;31.63969994
829;11;13;0.129600003;55.80709839;31.09749985
830;11;13;0.0108;55.80419922;31.69910049
831;11;13;0.0027;55.80400085;31.66160011
832;11;13;0.021600001;55.80509949;31.63899994
833;11;13;0.0117;55.80580139;31.69930077
834;11;13;0.0054;55.80590057;31.65060043
835;11;13;0.0126;55.80649948;31.70339966
836;11;13;0.00539997;55.80619812;31.54940033
837;11;13;0.0198;55.80749893;31.6534996
838;11;13;0.0063;55.80830002;31.64929962
839;11;13;0.0117;55.80929947;31.65010071
840;11;13;0.0027;55.8091011;31.09840012
841;11;13;0.0261;55.80979919;31.64520073
842;11;13;0.0036;55.80920029;31.6473999
843;11;13;0.0054;55.80960083;31.65169907
844;11;13;0.0108;55.81019974;31.55089951
845;11;13;0.0054;55.81019974;31.0965004
846;11;13;0.027000001;55.81150055;31.55360031
847;11;13;0.0027;55.81150055;31.54089928
848;11;13;0.0054;55.81470108;31.55540085
849;11;13;0.037799999;55.81679916;31.55459976
850;11;13;0.0117;55.81600189;31.09620094
851;11;13;0.0126;55.81700134;31.55060005
852;11;13;0.0081;55.81819916;31.72890091
853;11;13;0.194399998;55.82109833;31.68370056
854;11;13;0.0099;55.81819916;31.54990005
855;11;13;0.0244732;55.81900024;31.72389984
856;11;13;0.00270001;55.81809998;31.08329964
857;11;13;0.0081;55.81919861;31.86260033
858;11;13;0.0036;55.81919861;31.88960075
859;11;13;0.00450001;55.82049942;31.85110092
860;11;13;0.00270001;55.82089996;31.89109993
861;11;13;0.00360001;55.82149887;31.93379974
862;11;13;0.00360001;55.82220078;31.93219948
863;11;13;0.0027;55.82229996;31.86750031
864;11;13;0.0027;55.8227005;31.84799957
865;11;13;0.0072;55.82329941;31.19580078
866;11;13;0.0126;55.82410049;30.67760086
867;11;13;0.0072;55.82410049;31.6882
868;11;13;0.0036;55.82419968;31.67560005
869;11;13;0.0054;55.82419968;31.83930016
870;11;13;0.0027;55.82479858;31.20030022
871;11;13;0.00629999;55.82529831;31.67130089
872;11;13;0.0189;55.82590103;31.67569923
873;11;13;0.00359999;55.82569885;31.67340088
874;11;13;0.00359999;55.82569885;31.20190048
875;11;13;0.00720001;55.82569885;31.94549942
876;11;13;0.0054;55.82659912;31.94470024
877;11;13;0.0036;55.82730103;31.67550087
878;11;13;0.0063;55.82820129;31.92819977
879;11;13;0.054000001;55.82899857;31.84359932
880;11;13;0.0027;55.82860184;31.90460014
881;11;13;0.0162;55.82960129;31.66659927
882;11;13;0.0153;55.82960129;31.71139908
883;11;13;0.0081;55.82970047;30.67569923
884;11;13;0.0099;55.83029938;31.86380005
885;11;13;0.0153;55.8307991;31.71520042
886;11;13;0.00360001;55.83060074;31.1529007
887;11;13;0.018675899;55.83190155;31.71829987
888;11;13;0.0207;55.83150101;31.20100021
889;11;13;0.00450001;55.83150101;31.15390015
890;11;13;0.0027;55.83140182;31.15519905
891;11;13;0.0036;55.83200073;30.67679977
892;11;13;0.0072;55.83209991;31.71069908
893;11;13;0.00270001;55.83250046;30.67379951
894;11;13;0.0036;55.832901;31.71419907
895;11;13;0.017999999;55.83349991;31.20210075
896;11;13;0.0297;55.83499908;31.20890045
897;11;13;0.0036;55.83390045;31.70599937
898;11;13;0.00629999;55.83470154;31.20639992
899;11;13;0.0063;55.83459854;31.20089912
900;11;13;0.00450001;55.83459854;31.89100075
901;11;13;0.00810001;55.83520126;31.22890091
902;11;13;0.0100075;55.83589935;31.7140007
903;11;13;0.0108;55.83720016;31.83749962
904;11;13;0.0099;55.83800125;31.70759964
905;11;13;0.00810001;55.83810043;30.67289925
906;11;13;0.023399999;55.83890152;31.8423996
907;11;13;0.0243;55.84000015;31.8314991
908;11;13;0.0027;55.83929825;31.89480019
909;11;13;0.0109291;55.83990097;31.89249992
910;11;13;0.0135;55.84030151;31.21689987
911;11;13;0.0027;55.84019852;31.6984005
912;11;13;0.035100002;55.8409996;31.70750046
913;11;13;0.0036;55.84170151;31.91860008
914;11;13;0.0045;55.84189987;31.71139908
915;11;13;0.0153;55.8431015;31.71409988
916;11;13;0.00269999;55.8423996;30.93020058
917;11;13;0.0108;55.84370041;31.91399956
918;11;13;0.0036;55.8431015;31.92630005
919;11;13;0.0328229;55.8445015;31.84819984
920;11;13;0.0081;55.84360123;31.7038002
921;11;13;0.0027;55.84360123;31.91290092
922;11;13;0.141255006;55.84619904;31.84079933
923;11;13;0.0144;55.84560013;31.70439911
924;11;13;0.00360001;55.84540176;30.93009949
925;11;13;0.0027;55.84540176;31.91340065
926;11;13;0.281774014;55.8492012;31.70919991
927;11;13;0.0179598;55.8465004;30.66900063
928;11;13;0.0036;55.84579849;31.94619942
929;11;13;0.00270001;55.84579849;31.79990005
930;11;13;0.0111058;55.84680176;32.06700134
931;11;13;0.0036;55.84680176;31.94549942
932;11;13;0.00763411;55.8470993;32.06280136
933;11;13;0.00720001;55.84719849;31.71500015
934;11;13;0.00359999;55.8470993;30.67169952
935;11;13;0.00269999;55.84769821;30.67429924
936;11;13;0.0036;55.84790039;32.06069946
937;11;13;0.0027;55.84880066;31.8397007
938;11;13;0.00359998;55.84880066;31.7784996
939;11;13;0.022500001;55.85029984;31.79470062
940;11;13;0.0027;55.85039902;31.1508007
941;11;13;0.00270001;55.85039902;31.93889999
942;11;13;0.017999999;55.85110092;31.79210091
943;11;13;0.00449999;55.85089874;31.94319916
944;11;13;0.335700005;55.8553009;32.06570053
945;11;13;0.00540001;55.8512001;31.14539909
946;11;13;0.017100001;55.85189819;31.14819908
947;11;13;0.00269999;55.85179901;31.14170074
948;11;13;0.00539999;55.85229874;31.94210052
